ID,TITLE_CLEAN,COMPANY_NAME,COMPANY_IS_STAFFING,occupation_group,role_family,posted_date,state,LOCATION,REMOTE_TYPE_NAME,MAX_EDULEVELS_NAME,MIN_EDULEVELS_NAME,min_years_experience,max_years_experience,salary_from_annual,salary_to_annual,salary_midpoint,ORIGINAL_PAY_PERIOD,SKILLS_NAME,SPECIALIZED_SKILLS_NAME,NAICS_2022_4,NAICS_2022_6_NAME
165445,Data Engineer,V4C.ai,,Database Architects,Data Engineer,2026-05-15,Unspecified,United States,Remote,Bachelor's degree,,,,75000.0,,75000.0,annual,"[""Databricks"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Data Pipelines"", ""Data Engineering"", ""Cloud Technologies"", ""Computer Science"", ""Data Science"", ""Information Systems"", ""Data Processing""]","[""Databricks"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Data Pipelines"", ""Data Engineering"", ""Cloud Technologies"", ""Computer Science"", ""Data Science"", ""Information Systems"", ""Data Processing""]",5415,
165451,Data Engineer,ClimateAi,,Database Architects,Data Engineer,2026-05-17,California,"San Francisco, California, United States",Remote,High school diploma or equivalent,High school diploma or equivalent,,1.0,115000.0,145000.0,130000.0,annual,"[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Data Science"", ""Computer Engineering"", ""Computer Science"", ""Data Pipelines"", ""Planning"", ""Writing""]","[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Data Science"", ""Computer Engineering"", ""Computer Science"", ""Data Pipelines""]",5415,
165453,Senior Data Engineer,Neovance LP,,Database Architects,Data Engineer,2026-05-18,Unspecified,United States,Remote,,High school diploma or equivalent,,,,,,,"[""Power BI"", ""Microsoft Azure"", ""Databricks"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Salesforce"", ""Google Cloud Platform (GCP)"", ""Master Data Management"", ""Technical Subject Matter"", ""Operational Excellence""]","[""Power BI"", ""Microsoft Azure"", ""Databricks"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Salesforce"", ""Google Cloud Platform (GCP)"", ""Master Data Management"", ""Technical Subject Matter"", ""Operational Excellence""]",5415,
165883,AWS Data Engineer with Databricks Experience,SIRITECH SOLUTIONS CORP,,Database Architects,Data Engineer,2026-05-21,New York,"Morris, NY",Unknown,Master's degree,Bachelor's degree,,,,,,,"[""Databricks"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Data Pipelines"", ""Data Engineering"", ""Data Quality"", ""Data Lakes"", ""Performance Testing""]","[""Databricks"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Tableau (Business Intelligence Software)"", ""Data Pipelines"", ""Data Engineering"", ""Data Quality"", ""Data Lakes"", ""Performance Testing""]",5415,
165888,Data Engineer,Northramp LLC,,Database Architects,Data Engineer,2026-05-22,District of Columbia,"Washington, District of Columbia",Hybrid,Bachelor's degree,Bachelor's degree,,,,,,,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Build Tool"", ""Cloud Services"", ""Data Pipelines"", ""Program Management"", ""Access Controls"", ""Compliance Requirements"", ""Semi-Structured Data"", ""Apache Airflow""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Build Tool"", ""Cloud Services"", ""Data Pipelines"", ""Access Controls"", ""Compliance Requirements"", ""Semi-Structured Data"", ""Apache Airflow""]",5415,
165892,Lead Data Engineer,Jobs via Dice,,Database Architects,Data Engineer,2026-05-23,Virginia,"McLean, VA",Unknown,Bachelor's degree,Bachelor's degree,,,,,,,"[""Microsoft Azure"", ""GitHub Copilot"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Unix"", ""Linux"", ""Business Problems"", ""Technology Solutions"", ""Machine Learning""]","[""Microsoft Azure"", ""GitHub Copilot"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Unix"", ""Linux"", ""Business Problems"", ""Technology Solutions"", ""Machine Learning""]",5415,
165899,Lead Data Engineer,Capital One,,Database Architects,Data Engineer,2026-05-22,Texas,"Plano, TX",Unknown,Bachelor's degree,Bachelor's degree,,,,,,,"[""Microsoft Azure"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Unix"", ""Linux"", ""Business Problems"", ""Machine Learning"", ""Application Development"", ""Big Data""]","[""Microsoft Azure"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Unix"", ""Linux"", ""Business Problems"", ""Machine Learning"", ""Application Development"", ""Big Data""]",5415,
165903,AWS Data Engineer,Jobs via Dice,,Database Architects,Data Engineer,2026-05-21,Tennessee,"Nashville, TN",Hybrid,High school diploma or equivalent,High school diploma or equivalent,,1.0,,,,,"[""Apache Spark"", ""Java (Programming Language)"", ""Python (Programming Language)"", ""AWS Lambda"", ""AWS Glue"", ""Data Pipelines"", ""Consulting""]","[""Apache Spark"", ""Java (Programming Language)"", ""Python (Programming Language)"", ""AWS Lambda"", ""AWS Glue"", ""Data Pipelines""]",5415,
165906,Lead Data Engineer,Capital One,,Database Architects,Data Engineer,2026-05-21,Texas,"Plano, TX",Unknown,Bachelor's degree,Bachelor's degree,,,,,,,"[""Microsoft Azure"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Unix"", ""Linux"", ""Business Problems"", ""Machine Learning"", ""Application Development"", ""Big Data""]","[""Microsoft Azure"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Unix"", ""Linux"", ""Business Problems"", ""Machine Learning"", ""Application Development"", ""Big Data""]",5415,
165907,Data Engineer,Northramp,,Database Architects,Data Engineer,2026-05-22,District of Columbia,"Washington, DC",Hybrid,Bachelor's degree,Bachelor's degree,,,,,,,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Build Tool"", ""Cloud Services"", ""Data Pipelines"", ""Program Management"", ""Access Controls"", ""Compliance Requirements"", ""Semi-Structured Data"", ""Apache Airflow""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Build Tool"", ""Cloud Services"", ""Data Pipelines"", ""Access Controls"", ""Compliance Requirements"", ""Semi-Structured Data"", ""Apache Airflow""]",5415,
165955,Senior Data Engineer,Parsons Corporation,,Database Architects,Data Engineer,2026-05-23,Virginia,"Springfield, VA",Unknown,Bachelor's degree,,,,,,,,"[""SQL*Plus"", ""Python (Programming Language)"", ""Extract Transform Load (ETL)"", ""Business Intelligence"", ""Data Analysis"", ""Database Administration"", ""Data Integration"", ""Data Access"", ""Leadership"", ""Analytics""]","[""SQL*Plus"", ""Python (Programming Language)"", ""Extract Transform Load (ETL)"", ""Business Intelligence"", ""Data Analysis"", ""Database Administration"", ""Data Integration"", ""Data Access"", ""Analytics""]",5415,
165972,"Data Engineer, Senior",BigBear.ai,,Database Architects,Data Engineer,2026-05-23,District of Columbia,"Washington, DC",Unknown,Master's degree,Bachelor's degree,,,,,,,"[""SQL (Programming Language)"", ""Supply Chain Management"", ""Data Management"", ""Management Systems"", ""Digital Systems"", ""Query Performance"", ""Data Engineering"", ""Computer Science"", ""Predictive Analytics"", ""Throughput""]","[""SQL (Programming Language)"", ""Supply Chain Management"", ""Data Management"", ""Management Systems"", ""Digital Systems"", ""Query Performance"", ""Data Engineering"", ""Computer Science"", ""Predictive Analytics"", ""Throughput""]",5415,
165977,Senior Manager of Data Engineering,GEICO,,Database Architects,Data Engineer,2026-05-23,California,"Palo Alto, CA",Unknown,Master's degree,Bachelor's degree,10.0,,150000.0,300000.0,225000.0,annual,"[""PostgreSQL"", ""Databricks"", ""Python (Programming Language)"", ""Master Data Management"", ""Data Engineering"", ""Data Infrastructure"", ""Business Partnering"", ""Claims Operations"", ""Regulatory Requirements"", ""Business Priorities""]","[""PostgreSQL"", ""Databricks"", ""Python (Programming Language)"", ""Master Data Management"", ""Data Engineering"", ""Data Infrastructure"", ""Business Partnering"", ""Claims Operations"", ""Regulatory Requirements"", ""Business Priorities""]",5415,
165979,Data Engineer,AIS (Applied Information Sciences),,Database Architects,Data Engineer,2026-05-23,Virginia,Virginia,On-site,Bachelor's degree,,,,110000.0,166000.0,138000.0,annual,"[""Agile Software Development"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Verbal Communication Skills"", ""Data Modeling"", ""Big Data"", ""Law Enforcement"", ""Data Pipelines"", ""Computer Science""]","[""Agile Software Development"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Data Modeling"", ""Big Data"", ""Law Enforcement"", ""Data Pipelines"", ""Computer Science""]",5415,
166059,Senior Data Engineer,Parsons Corporation,,Database Architects,Data Engineer,2026-05-23,Virginia,"Springfield, VA",Unknown,Bachelor's degree,,,,,,,,"[""SQL*Plus"", ""Python (Programming Language)"", ""Extract Transform Load (ETL)"", ""Business Intelligence"", ""Data Analysis"", ""Database Administration"", ""Data Integration"", ""Data Access"", ""Leadership"", ""Analytics""]","[""SQL*Plus"", ""Python (Programming Language)"", ""Extract Transform Load (ETL)"", ""Business Intelligence"", ""Data Analysis"", ""Database Administration"", ""Data Integration"", ""Data Access"", ""Analytics""]",5415,
166221,"Software Engineer-Data Engineering, Machine Learning",AAMVA (American Association of Motor Vehicle Administrators),,Other,Data Engineer,2026-05-29,Virginia,"Arlington, VA",Unknown,Bachelor's degree,Bachelor's degree,3.0,5.0,,,,,"[""Power BI"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Test Data Generation"", ""Verbal Communication Skills"", ""Kusto Query Language"", ""Azure Event Hubs"", ""Azure Data Factory"", ""Information Systems"", ""Machine Learning""]","[""Power BI"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Test Data Generation"", ""Kusto Query Language"", ""Azure Event Hubs"", ""Azure Data Factory"", ""Information Systems"", ""Machine Learning""]",5415,
166236,"Senior Data Engineer/Architect, WWPS ProServe Data and Machine Learning",Amazon Web Services (AWS),,Database Architects,Data Engineer,2026-05-30,Virginia,"Arlington, VA",Remote,Bachelor's degree,,,1.0,,,,,"[""Amazon Web Services"", ""Software Engineering"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Engineering"", ""Data Lakes"", ""Technical Design"", ""Thought Leadership"", ""Data Architecture"", ""Data Migration""]","[""Amazon Web Services"", ""Software Engineering"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Engineering"", ""Data Lakes"", ""Technical Design"", ""Thought Leadership"", ""Data Architecture"", ""Data Migration""]",5415,
166498,Senior Data Engineer – Healthcare Data Platforms,Trissential,,Database Architects,Data Engineer,2026-06-02,Minnesota,"Rochester, MN",Remote,Bachelor's degree,Bachelor's degree,7.0,,133120.0,153920.0,143520.0,hourly,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Azure Data Factory"", ""Data Architecture"", ""Data Pipelines"", ""Dimensional Modeling"", ""Access Controls"", ""CI/CD"", ""Data Engineering""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Azure Data Factory"", ""Data Architecture"", ""Data Pipelines"", ""Dimensional Modeling"", ""Access Controls"", ""CI/CD"", ""Data Engineering""]",5415,
166524,Senior Data Engineer – Healthcare Data Platforms,Trissential,,Database Architects,Data Engineer,2026-06-02,Minnesota,"Rochester, MN",Remote,Bachelor's degree,Bachelor's degree,7.0,,133120.0,153920.0,143520.0,hourly,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Azure Data Factory"", ""Data Architecture"", ""Data Pipelines"", ""Dimensional Modeling"", ""Access Controls"", ""CI/CD"", ""Data Engineering""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Azure Data Factory"", ""Data Architecture"", ""Data Pipelines"", ""Dimensional Modeling"", ""Access Controls"", ""CI/CD"", ""Data Engineering""]",5415,
166664,Lead Data Engineer,Capital One,,Database Architects,Data Engineer,2026-06-02,Texas,"Plano, TX",Unknown,Bachelor's degree,Bachelor's degree,,,,,,,"[""Microsoft Azure"", ""Java (Programming Language)"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Unix"", ""Linux"", ""Business Problems"", ""Machine Learning"", ""Application Development"", ""Big Data""]","[""Microsoft Azure"", ""Java (Programming Language)"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Unix"", ""Linux"", ""Business Problems"", ""Machine Learning"", ""Application Development"", ""Big Data""]",5415,
166696,Data Engineer,Capgemini,,Database Architects,Data Engineer,2026-06-02,South Carolina,"Fort Mill, SC",On-site,Bachelor's degree,Bachelor's degree,,,76918.4,120203.2,98560.79999999999,hourly,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Build Tool"", ""Performance Tuning"", ""Data Modeling"", ""Data Migration"", ""Analytical Skills"", ""Query Optimization"", ""Data Pipelines"", ""AWS Glue""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Build Tool"", ""Performance Tuning"", ""Data Modeling"", ""Data Migration"", ""Query Optimization"", ""Data Pipelines"", ""AWS Glue""]",5415,
166697,Azure Data Engineer- W2 Only,Steneral Consulting,,Database Architects,Data Engineer,2026-06-02,Massachusetts,"Wilmington, MA",Hybrid,Bachelor's degree,Bachelor's degree,,,,,,annual,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Warehouse Systems"", ""Willingness To Learn"", ""Data Pipelines"", ""Data Quality"", ""Performance Tuning"", ""Technical Documentation"", ""Azure DevOps"", ""Data Warehousing""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Warehouse Systems"", ""Data Pipelines"", ""Data Quality"", ""Performance Tuning"", ""Technical Documentation"", ""Azure DevOps"", ""Data Warehousing""]",5415,
166719,Director of Data Engineering & Governance,Vsolutions Technologies,,Database Architects,Data Engineer,2026-06-02,California,"Los Angeles, CA",Hybrid,Master's degree,,,,,,,,"[""Microsoft Azure"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Github"", ""Data Management"", ""Data Warehousing"", ""Data Governance"", ""Operational Excellence"", ""Executive Leadership"", ""Computer Science""]","[""Microsoft Azure"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Github"", ""Data Management"", ""Data Warehousing"", ""Data Governance"", ""Operational Excellence"", ""Executive Leadership"", ""Computer Science""]",5415,
166766,Cloud Data Engineer,Cae,,Database Architects,Data Engineer,2026-06-01,Texas,"Arlington, TX",Unknown,Bachelor's degree,Bachelor's degree,5.0,,,,,,"[""Linux"", ""Kubernetes"", ""Python (Programming Language)"", ""Big Data Analytics"", ""High Performance Computing"", ""Management Information Systems"", ""Data Pipelines"", ""Information Technology"", ""Technical Writing"", ""Data Storage""]","[""Linux"", ""Kubernetes"", ""Python (Programming Language)"", ""Big Data Analytics"", ""High Performance Computing"", ""Management Information Systems"", ""Data Pipelines"", ""Technical Writing"", ""Data Storage""]",5415,
166915,Senior Google Cloud Data Engineer,Valtech,,Database Architects,Data Engineer,2026-06-01,New York,"New York, NY",Hybrid,Master's degree,,,1.0,170000.0,240000.0,205000.0,annual,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Data Engineering"", ""Anomaly Detection"", ""Machine Learning"", ""Data Manipulation"", ""Data Ingestion"", ""Cloud Dataflow"", ""Apache Beam""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Data Engineering"", ""Anomaly Detection"", ""Machine Learning"", ""Data Manipulation"", ""Data Ingestion"", ""Cloud Dataflow"", ""Apache Beam""]",5415,
166977,Sr. Cloud Data Engineer,Accenture Federal Services,,Database Architects,Data Engineer,2026-06-01,Virginia,Virginia,Unknown,High school diploma or equivalent,High school diploma or equivalent,,,,,,,"[""Python (Programming Language)"", ""Data Pipelines"", ""Data Engineering"", ""Cloud Infrastructure"", ""Data Ingestion"", ""Security Controls"", ""Terraform"", ""Scripting"", ""Communication"", ""Innovation""]","[""Python (Programming Language)"", ""Data Pipelines"", ""Data Engineering"", ""Cloud Infrastructure"", ""Data Ingestion"", ""Security Controls"", ""Terraform"", ""Scripting""]",5415,
167337,Data Engineering Leader,Deloitte,,Database Architects,Data Engineer,2026-06-03,Georgia,"Atlanta, GA",Unknown,Bachelor's degree,Bachelor's degree,,,,,,,"[""Software Solutions"", ""Software Engineering"", ""Github"", ""Ability To Meet Deadlines"", ""Verbal Communication Skills"", ""A/B Testing"", ""Data Strategy"", ""Data Governance"", ""Product Engineering"", ""Data Domain""]","[""Software Solutions"", ""Software Engineering"", ""Github"", ""A/B Testing"", ""Data Strategy"", ""Data Governance"", ""Product Engineering"", ""Data Domain""]",5415,
167340,Manager of Data Engineering,InVita Healthcare Technologies,,Database Architects,Data Engineer,2026-06-03,Maryland,"Baltimore, MD",Hybrid,Bachelor's degree,Bachelor's degree,5.0,,140000.0,160000.0,150000.0,annual,"[""Software Solutions"", ""Medical Software"", ""PostgreSQL"", ""Data Engineering"", ""Program Management"", ""Public Health"", ""Data Pipelines"", ""Data Storage"", ""Project Management"", ""Team Leadership""]","[""Software Solutions"", ""Medical Software"", ""PostgreSQL"", ""Data Engineering"", ""Public Health"", ""Data Pipelines"", ""Data Storage"", ""Project Management""]",5415,
167346,Data Engineer,Accenture Federal Services,,Database Architects,Data Engineer,2026-06-03,Maryland,"Suitland, MD",Unknown,High school diploma or equivalent,High school diploma or equivalent,2.0,,,,,,"[""Apache Spark"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""PostgreSQL"", ""Databricks"", ""Data Infrastructure"", ""Data Pipelines"", ""Machine Learning"", ""Programming Languages"", ""Apache Airflow""]","[""Apache Spark"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""PostgreSQL"", ""Databricks"", ""Data Infrastructure"", ""Data Pipelines"", ""Machine Learning"", ""Programming Languages"", ""Apache Airflow""]",5415,
167349,Senior IT Data Engineer,Horizontal Talent,,Database Architects,Data Engineer,2026-06-03,District of Columbia,"Washington, DC",Unknown,Bachelor's degree,,,,85280.0,162240.0,123760.0,hourly,"[""Software Engineering"", ""Microsoft Azure"", ""SQL (Programming Language)"", ""PostgreSQL"", ""Python (Programming Language)"", ""Linux"", ""Gitlab"", ""Github"", ""Java (Programming Language)"", ""JavaScript (Programming Language)""]","[""Software Engineering"", ""Microsoft Azure"", ""SQL (Programming Language)"", ""PostgreSQL"", ""Python (Programming Language)"", ""Linux"", ""Gitlab"", ""Github"", ""Java (Programming Language)"", ""JavaScript (Programming Language)""]",5415,
167351,Data Engineer – Data Quality & Validation,Jobs via Dice,,Database Architects,Data Engineer,2026-06-03,Texas,"Dallas, TX",Hybrid,Bachelor's degree,,,,,,,,"[""Spark Testing"", ""Apache Spark"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Databricks"", ""Github"", ""Root Cause Analysis"", ""Data Processing Systems"", ""Data Quality"", ""Data Validation""]","[""Spark Testing"", ""Apache Spark"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Databricks"", ""Github"", ""Root Cause Analysis"", ""Data Processing Systems"", ""Data Quality"", ""Data Validation""]",5415,
167353,Senior IT Data Engineer,Jobs via Dice,,Database Architects,Data Engineer,2026-06-03,District of Columbia,"Washington, DC",Unknown,Bachelor's degree,,,,85280.0,162240.0,123760.0,hourly,"[""Software Engineering"", ""Microsoft Azure"", ""SQL (Programming Language)"", ""PostgreSQL"", ""Python (Programming Language)"", ""Linux"", ""Gitlab"", ""Github"", ""Java (Programming Language)"", ""JavaScript (Programming Language)""]","[""Software Engineering"", ""Microsoft Azure"", ""SQL (Programming Language)"", ""PostgreSQL"", ""Python (Programming Language)"", ""Linux"", ""Gitlab"", ""Github"", ""Java (Programming Language)"", ""JavaScript (Programming Language)""]",5415,
167360,Senior AI Data Engineer III,Jobs via Dice,,Database Architects,Data Engineer,2026-06-03,California,"San Francisco, CA",Hybrid,Bachelor's degree,,,,,,,,"[""Software Engineering"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Engineering"", ""Data Pipelines"", ""Data Curation"", ""Image Generation"", ""Training Datasets"", ""Data Structures"", ""Query Optimization""]","[""Software Engineering"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Data Engineering"", ""Data Pipelines"", ""Data Curation"", ""Image Generation"", ""Training Datasets"", ""Data Structures"", ""Query Optimization""]",5415,
167365,AI Data Engineer,Schonfeld,,Data Scientists,Data Engineer,2026-06-03,New York,"New York, NY",Unknown,Master's degree,,5.0,,,,,,"[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Kubernetes"", ""PostgreSQL"", ""Retrieval Augmented Generation"", ""Data Engineering"", ""Data Pipelines"", ""Unstructured Data"", ""Market Data""]","[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Kubernetes"", ""PostgreSQL"", ""Retrieval Augmented Generation"", ""Data Engineering"", ""Data Pipelines"", ""Unstructured Data"", ""Market Data""]",5415,
167385,"Data Engineer, Workforce Solutions",Amazon,,Database Architects,Data Engineer,2026-06-03,Washington,"Bellevue, WA",Unknown,High school diploma or equivalent,High school diploma or equivalent,3.0,,,,,,"[""Software Engineering"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Big Data Analytics"", ""Data Processing Systems"", ""Business Intelligence"", ""Data Structures"", ""Business Requirements"", ""Decision Making""]","[""Software Engineering"", ""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Big Data Analytics"", ""Data Processing Systems"", ""Business Intelligence"", ""Data Structures"", ""Business Requirements""]",5415,
167392,Sr Data Engineer,Horizontal Talent,,Database Architects,Data Engineer,2026-06-02,Minnesota,"Rochester, MN",Unknown,High school diploma or equivalent,High school diploma or equivalent,,1.0,,,,,"[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Azure Data Factory"", ""Data Pipelines"", ""Data Integrity"", ""Data Security"", ""Data Engineering"", ""Programming Languages"", ""Data Modeling""]","[""SQL (Programming Language)"", ""Python (Programming Language)"", ""Java (Programming Language)"", ""Azure Data Factory"", ""Data Pipelines"", ""Data Integrity"", ""Data Security"", ""Data Engineering"", ""Programming Languages"", ""Data Modeling""]",5415,
167394,Data Engineer II - AMZ27052.1,Amazon Web Services (AWS),,Database Architects,Data Engineer,2026-06-03,Georgia,"Atlanta, GA",Unknown,Master's degree,,1.0,,,,,,"[""Amazon Web Services"", ""SQL (Programming Language)"", ""Reporting and Analysis"", ""Business Intelligence Tools"", ""Data Structures"", ""Data Modeling"", ""Data Architecture"", ""Source Data"", ""Computer Science"", ""Information Systems""]","[""Amazon Web Services"", ""SQL (Programming Language)"", ""Reporting and Analysis"", ""Business Intelligence Tools"", ""Data Structures"", ""Data Modeling"", ""Data Architecture"", ""Source Data"", ""Computer Science"", ""Information Systems""]",5415,
167396,Data Engineer- L3,Jobs via Dice,,Database Architects,Data Engineer,2026-06-02,California,"Los Angeles, CA",Unknown,High school diploma or equivalent,High school diploma or equivalent,8.0,10.0,,,,,"[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Azure Data Factory"", ""Data Pipelines"", ""Data Quality"", ""Data Science"", ""Data Engineering"", ""Data Ingestion"", ""Delivery Pipelines"", ""Semi-Structured Data""]","[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Azure Data Factory"", ""Data Pipelines"", ""Data Quality"", ""Data Science"", ""Data Engineering"", ""Data Ingestion"", ""Delivery Pipelines"", ""Semi-Structured Data""]",5415,
167412,Data Engineer Advisor,NTT DATA,,Database Architects,Data Engineer,2026-06-02,Georgia,"Atlanta, GA",Hybrid,Bachelor's degree,,8.0,10.0,187200.0,197600.0,192400.0,hourly,"[""Apache Spark"", ""SQL (Programming Language)"", ""Github"", ""Java (Programming Language)"", ""Data Pipelines"", ""Version Control"", ""Data Engineering"", ""Data Warehousing"", ""Data Integration"", ""Computer Science""]","[""Apache Spark"", ""SQL (Programming Language)"", ""Github"", ""Java (Programming Language)"", ""Data Pipelines"", ""Version Control"", ""Data Engineering"", ""Data Warehousing"", ""Data Integration"", ""Computer Science""]",5415,
167437,Manager of Data Engineering,InVita Healthcare Technologies,,Database Architects,Data Engineer,2026-06-03,Maryland,"Baltimore, MD",Hybrid,Bachelor's degree,Bachelor's degree,5.0,,140000.0,160000.0,150000.0,annual,"[""Software Solutions"", ""Medical Software"", ""PostgreSQL"", ""Data Engineering"", ""Program Management"", ""Public Health"", ""Data Pipelines"", ""Data Storage"", ""Project Management"", ""Team Leadership""]","[""Software Solutions"", ""Medical Software"", ""PostgreSQL"", ""Data Engineering"", ""Public Health"", ""Data Pipelines"", ""Data Storage"", ""Project Management""]",5415,
167444,Data Engineer,Foxhound Partners,,Database Architects,Data Engineer,2026-06-02,District of Columbia,Washington DC-Baltimore Area,Unknown,Bachelor's degree,Bachelor's degree,,,,,,,"[""Power BI"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Databricks"", ""Tableau (Business Intelligence Software)"", ""Machine Learning"", ""Data Engineering"", ""Application Development"", ""Data Science"", ""Data Visualization""]","[""Power BI"", ""Python (Programming Language)"", ""SQL (Programming Language)"", ""Databricks"", ""Tableau (Business Intelligence Software)"", ""Machine Learning"", ""Data Engineering"", ""Application Development"", ""Data Science"", ""Data Visualization""]",5415,
167446,Data Engineer,EXL Talent Acquisition Team,,Database Architects,Data Engineer,2026-06-02,Unspecified,United States,Unknown,Bachelor's degree,,,1.0,,,,,"[""Python (Programming Language)"", ""Internal Pay Equity"", ""Web Applications"", ""Data Engineering"", ""Data Pipelines"", ""Data Processing"", ""Compliance Requirements"", ""Data Warehousing"", ""Data Modeling"", ""Computer Science""]","[""Python (Programming Language)"", ""Internal Pay Equity"", ""Web Applications"", ""Data Engineering"", ""Data Pipelines"", ""Data Processing"", ""Compliance Requirements"", ""Data Warehousing"", ""Data Modeling"", ""Computer Science""]",5415,
167452,Data Engineering Leader,Deloitte,,Database Architects,Data Engineer,2026-06-03,Georgia,"Atlanta, GA",Unknown,Bachelor's degree,Bachelor's degree,,,,,,,"[""Software Solutions"", ""Software Engineering"", ""Github"", ""Ability To Meet Deadlines"", ""Verbal Communication Skills"", ""A/B Testing"", ""Data Strategy"", ""Data Governance"", ""Product Engineering"", ""Data Domain""]","[""Software Solutions"", ""Software Engineering"", ""Github"", ""A/B Testing"", ""Data Strategy"", ""Data Governance"", ""Product Engineering"", ""Data Domain""]",5415,
167453,Senior IT Data Engineer,Jobs via Dice,,Database Architects,Data Engineer,2026-06-03,District of Columbia,"Washington, DC",Unknown,Bachelor's degree,,,,85280.0,162240.0,123760.0,hourly,"[""Software Engineering"", ""Microsoft Azure"", ""SQL (Programming Language)"", ""PostgreSQL"", ""Python (Programming Language)"", ""Linux"", ""Gitlab"", ""Github"", ""Java (Programming Language)"", ""JavaScript (Programming Language)""]","[""Software Engineering"", ""Microsoft Azure"", ""SQL (Programming Language)"", ""PostgreSQL"", ""Python (Programming Language)"", ""Linux"", ""Gitlab"", ""Github"", ""Java (Programming Language)"", ""JavaScript (Programming Language)""]",5415,
167467,AI Data Engineer,Schonfeld,,Data Scientists,Data Engineer,2026-06-03,New York,"New York, NY",Unknown,Master's degree,,5.0,,,,,,"[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Kubernetes"", ""PostgreSQL"", ""Retrieval Augmented Generation"", ""Data Engineering"", ""Data Pipelines"", ""Unstructured Data"", ""Market Data""]","[""Python (Programming Language)"", ""SQL (Programming Language)"", ""Java (Programming Language)"", ""Kubernetes"", ""PostgreSQL"", ""Retrieval Augmented Generation"", ""Data Engineering"", ""Data Pipelines"", ""Unstructured Data"", ""Market Data""]",5415,
